loc_rowid	pl_hostname	pl_discmethod	pl_pnum	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	st_dist	st_disterr1	st_disterr2	st_distlim	pl_facility
1807	Kepler-1534	Transit	1	5.71668872	0.00002925	-0.00002925	0	1107.00	122.19	-78.71	0	Kepler
1808	Kepler-1535	Transit	1	138.94420000	0.00121400	-0.00121400	0	879.00	80.45	-64.46	0	Kepler
1809	Kepler-1536	Transit	1	364.75803100	0.00582000	-0.00582000	0	401.00	20.15	-25.27	0	Kepler
1810	Kepler-1537	Transit	1	1.44445380	0.00000233	-0.00000233	0	503.00	30.79	-30.12	0	Kepler
1811	Kepler-1538	Transit	1	175.13881900	0.00280700	-0.00280700	0	1291.00	322.00	-121.25	0	Kepler
1812	Kepler-1539	Transit	1	133.30367410	0.00088430	-0.00088430	0	788.00	47.63	-45.67	0	Kepler
1813	Kepler-154	Transit	5	33.04053200	0.00021500	-0.00021500	0					Kepler
1814	Kepler-154	Transit	5	62.30327600	0.00040600	-0.00040600	0					Kepler
1815	Kepler-154	Transit	5	20.54981883	0.00002572	-0.00002572	0					Kepler
1816	Kepler-154	Transit	5	3.93276465	0.00001225	-0.00001225	0					Kepler
1817	Kepler-154	Transit	5	9.91935684	0.00007788	-0.00007788	0					Kepler
1818	Kepler-1540	Transit	1	125.41311770	0.00041890	-0.00041890	0	262.00	12.12	-13.24	0	Kepler
1819	Kepler-1541	Transit	1	8.40691199	0.00002698	-0.00002698	0	414.00	30.62	-25.13	0	Kepler
1820	Kepler-1542	Transit	4	3.95116882	0.00001633	-0.00001633	0	336.00	45.17	-31.30	0	Kepler
1821	Kepler-1542	Transit	4	2.89223021	0.00001472	-0.00001472	0	336.00	45.17	-31.30	0	Kepler
1822	Kepler-1542	Transit	4	5.99273738	0.00002260	-0.00002260	0	336.00	45.17	-31.30	0	Kepler
1823	Kepler-1542	Transit	4	5.10115756	0.00002409	-0.00002409	0	336.00	45.17	-31.30	0	Kepler
1824	Kepler-1543	Transit	1	6.96710269	0.00003285	-0.00003285	0	1114.00	484.77	-206.54	0	Kepler
1825	Kepler-1544	Transit	1	168.81117400	0.00127100	-0.00127100	0	349.00	9.58	-10.02	0	Kepler
1826	Kepler-1545	Transit	1	163.69234900	0.00138300	-0.00138300	0	688.00	45.58	-43.69	0	Kepler
1827	Kepler-1546	Transit	1	19.59749710	0.00014070	-0.00014070	0	994.00	200.50	-111.52	0	Kepler
1828	Kepler-1547	Transit	1	0.69297968	0.00000149	-0.00000149	0	665.00	204.08	-83.13	0	Kepler
1829	Kepler-1548	Transit	1	124.82867900	0.00152400	-0.00152400	0	1150.00	228.49	-90.89	0	Kepler
1830	Kepler-1549	Transit	1	214.88654500	0.00311100	-0.00311100	0	792.00	68.31	-49.50	0	Kepler
1831	Kepler-155	Transit	2	5.93119400	0.00000800	-0.00000800	0	293.00	7.13	-8.94	0	Kepler
1832	Kepler-155	Transit	2	52.66179300	0.00023600	-0.00023600	0	293.00	7.13	-8.94	0	Kepler
1833	Kepler-1550	Transit	1	225.58280900	0.00384600	-0.00384600	0	1202.00	285.84	-154.28	0	Kepler
1834	Kepler-1551	Transit	1	24.49736980	0.00020940	-0.00020940	0	1560.00	538.34	-239.75	0	Kepler
1835	Kepler-1552	Transit	1	184.77185300	0.00154600	-0.00154600	0	618.00	19.67	-19.66	0	Kepler
1836	Kepler-1553	Transit	1	4.24261881	0.00002781	-0.00002781	0	719.00	54.80	-48.07	0	Kepler
1837	Kepler-1554	Transit	1	198.08877400	0.00245600	-0.00245600	0	982.00	81.12	-75.47	0	Kepler
1838	Kepler-1555	Transit	1	8.10501635	0.00008122	-0.00008122	0	1382.00	390.99	-145.03	0	Kepler
1839	Kepler-1556	Transit	1	8.82713457	0.00004025	-0.00004025	0	1060.00	212.39	-81.53	0	Kepler
1840	Kepler-1557	Transit	1	3.74032496	0.00002165	-0.00002165	0	1532.00	496.29	-217.90	0	Kepler
1841	Kepler-1558	Transit	1	3.50470358	0.00001612	-0.00001612	0	343.00	18.28	-17.20	0	Kepler
1842	Kepler-1559	Transit	1	0.97191543	0.00000379	-0.00000379	0	580.00	45.85	-36.20	0	Kepler
1843	Kepler-156	Transit	2	4.97345600	0.00000800	-0.00000800	0					Kepler
1844	Kepler-156	Transit	2	15.90680100	0.00004500	-0.00004500	0					Kepler
1845	Kepler-1560	Transit	1	3.03195744	0.00001306	-0.00001306	0	529.00	103.61	-55.05	0	Kepler
1846	Kepler-1561	Transit	1	1.00520701	0.00000510	-0.00000510	0	993.00	241.47	-143.29	0	Kepler
1847	Kepler-1562	Transit	1	64.27377520	0.00071410	-0.00071410	0	1315.00	367.19	-136.34	0	Kepler
1848	Kepler-1563	Transit	1	3.43276598	0.00002976	-0.00002976	0	547.00	85.44	-49.91	0	Kepler
1849	Kepler-1564	Transit	1	18.05403810	0.00019190	-0.00019190	0	872.00	109.15	-56.91	0	Kepler
1850	Kepler-1565	Transit	1	1.53818844	0.00000686	-0.00000686	0	657.00	35.40	-60.31	0	Kepler
1851	Kepler-1566	Transit	1	0.53991524	0.00000135	-0.00000135	0	511.00	37.54	-34.41	0	Kepler
1852	Kepler-1567	Transit	1	153.97957800	0.00178500	-0.00178500	0	1226.00	172.01	-109.09	0	Kepler
1853	Kepler-1568	Transit	1	20.92539200	0.00025210	-0.00025210	0	883.00	134.46	-97.28	0	Kepler
1854	Kepler-1569	Transit	1	5.79180156	0.00003622	-0.00003622	0	1050.00	446.47	-196.06	0	Kepler
1855	Kepler-157	Transit	3	1.73234200	0.00000600	-0.00000600	0					Kepler
1856	Kepler-157	Transit	3	13.54050000	0.00004900	-0.00004900	0					Kepler
1857	Kepler-157	Transit	3	7.02573474	0.00002388	-0.00002388	0					Kepler
1858	Kepler-1570	Transit	1	26.54895500	0.00030470	-0.00030470	0	463.00	86.81	-47.24	0	Kepler
1859	Kepler-1571	Transit	1	3.38555488	0.00001595	-0.00001595	0	802.00	358.23	-184.82	0	Kepler
1860	Kepler-1572	Transit	1	5.49548621	0.00002920	-0.00002920	0	600.00	118.26	-45.84	0	Kepler
1861	Kepler-1573	Transit	1	2.61575540	0.00001498	-0.00001498	0	1180.00	214.48	-104.59	0	Kepler
1862	Kepler-1574	Transit	1	6.94243340	0.00006006	-0.00006006	0	1275.00	269.79	-126.68	0	Kepler
1863	Kepler-1575	Transit	1	2.55314213	0.00001304	-0.00001304	0	1170.00	174.83	-99.55	0	Kepler
1864	Kepler-1576	Transit	1	6.98471973	0.00005940	-0.00005940	0	539.00	141.12	-63.06	0	Kepler
1865	Kepler-1577	Transit	1	6.30560247	0.00003666	-0.00003666	0	543.00	23.93	-26.31	0	Kepler
1866	Kepler-1578	Transit	1	1.45088691	0.00000695	-0.00000695	0	1016.00	102.56	-89.24	0	Kepler
1867	Kepler-1579	Transit	1	0.84990789	0.00000293	-0.00000293	0	466.00	18.25	-20.59	0	Kepler
1868	Kepler-158	Transit	2	16.70918400	0.00006400	-0.00006400	0					Kepler
1869	Kepler-158	Transit	2	28.55138300	0.00014000	-0.00014000	0					Kepler
1870	Kepler-1580	Transit	1	56.64492790	0.00085250	-0.00085250	0	872.00	119.42	-124.35	0	Kepler
1871	Kepler-1581	Transit	1	6.28385491	0.00004246	-0.00004246	0	443.00	74.96	-50.32	0	Kepler
1872	Kepler-1582	Transit	1	4.83817712	0.00008840	-0.00008840	0	112.00	10.54	-10.64	0	Kepler
1873	Kepler-1583	Transit	1	9.32807355	0.00008851	-0.00008851	0	357.00	48.11	-27.03	0	Kepler
1874	Kepler-1584	Transit	1	13.39970990	0.00015700	-0.00015700	0	1325.00	319.85	-149.19	0	Kepler
1875	Kepler-1585	Transit	1	3.58274630	0.00001739	-0.00001739	0	1269.00	166.19	-96.58	0	Kepler
1876	Kepler-1586	Transit	1	15.60492120	0.00013650	-0.00013650	0	864.00	335.34	-189.39	0	Kepler
1877	Kepler-1587	Transit	1	9.40604670	0.00013760	-0.00013760	0	907.00	146.69	-113.50	0	Kepler
1878	Kepler-1588	Transit	1	7.84931739	0.00009456	-0.00009456	0	658.00	78.48	-55.78	0	Kepler
1879	Kepler-1589	Transit	1	0.99166527	0.00000784	-0.00000784	0	1418.00	566.41	-221.46	0	Kepler
1880	Kepler-159	Transit	2	10.13962300	0.00002200	-0.00002200	0					Kepler
1881	Kepler-159	Transit	2	43.59579200	0.00012500	-0.00012500	0					Kepler
1882	Kepler-1590	Transit	1	7.61760804	0.00004334	-0.00004334	0	900.00	260.60	-116.70	0	Kepler
1883	Kepler-1591	Transit	1	8.18504949	0.00007831	-0.00007831	0	1090.00	344.71	-169.06	0	Kepler
1884	Kepler-1592	Transit	1	3.05710069	0.00002334	-0.00002334	0	1349.00	605.95	-250.84	0	Kepler
1885	Kepler-1593	Transit	1	174.50983500	0.00185200	-0.00185200	0	755.00	75.81	-60.18	0	Kepler
1886	Kepler-1594	Transit	1	2.71603809	0.00001355	-0.00001355	0	1100.00	267.41	-118.27	0	Kepler
1887	Kepler-1595	Transit	1	4.56380468	0.00003240	-0.00003240	0	841.00	51.37	-48.97	0	Kepler
1888	Kepler-1596	Transit	1	66.37337900	0.00147600	-0.00147600	0	1166.00	147.00	-99.76	0	Kepler
1889	Kepler-1597	Transit	1	2.94654179	0.00003471	-0.00003471	0	1255.00	530.92	-191.54	0	Kepler
1890	Kepler-1598	Transit	1	4.34195123	0.00002827	-0.00002827	0	734.00	206.14	-75.36	0	Kepler
1891	Kepler-1599	Transit	1	122.36355300	0.00896800	-0.00896800	0	1004.00	188.81	-93.88	0	Kepler
1892	Kepler-16	Transit	1	228.77600000	0.02000000	-0.03700000	0	61.00			0	Kepler
1893	Kepler-160	Transit	2	4.30942700	0.00001700	-0.00001700	0					Kepler
1894	Kepler-160	Transit	2	13.69908700	0.00003100	-0.00003100	0					Kepler
1895	Kepler-1600	Transit	1	386.37054800	0.00859100	-0.00859100	0	992.00	65.85	-47.97	0	Kepler
1896	Kepler-1601	Transit	1	2.20921951	0.00001510	-0.00001510	0	660.00	187.97	-73.96	0	Kepler
1897	Kepler-1602	Transit	1	11.17931605	0.00007504	-0.00007504	0	815.00	344.41	-137.45	0	Kepler
1898	Kepler-1603	Transit	1	2.27163926	0.00002336	-0.00002336	0	1751.00	615.69	-253.03	0	Kepler
1899	Kepler-1604	Transit	1	0.68368426	0.00000063	-0.00000063	0	562.00	25.63	-25.69	0	Kepler
1900	Kepler-1605	Transit	1	85.75654950	0.00061610	-0.00061610	0	224.00	15.93	-13.21	0	Kepler
1901	Kepler-1606	Transit	1	196.43522400	0.00393500	-0.00393500	0	880.00	77.42	-54.85	0	Kepler
1902	Kepler-1607	Transit	1	13.64736760	0.00021020	-0.00021020	0	735.00	262.00	-114.62	0	Kepler
1903	Kepler-1608	Transit	1	16.47356860	0.00016980	-0.00016980	0	832.00	64.98	-81.44	0	Kepler
1904	Kepler-1609	Transit	1	114.34219000	0.00409700	-0.00409700	0	1483.00	584.97	-210.31	0	Kepler
1905	Kepler-161	Transit	2	4.92135500	0.00000600	-0.00000600	0					Kepler
1906	Kepler-161	Transit	2	7.06424000	0.00001100	-0.00001100	0					Kepler
1907	Kepler-1610	Transit	1	8.70181574	0.00008315	-0.00008315	0	1063.00	109.85	-60.30	0	Kepler
1908	Kepler-1611	Transit	1	5.17624290	0.00005826	-0.00005826	0	686.00	124.67	-57.69	0	Kepler
1909	Kepler-1612	Transit	1	3.91795101	0.00002727	-0.00002727	0	837.00	142.52	-70.76	0	Kepler
1910	Kepler-1613	Transit	1	1.51842990	0.00019910	-0.00019910	0	855.00	184.65	-99.32	0	Kepler
1911	Kepler-1614	Transit	1	3.94661410	0.00003022	-0.00003022	0	982.00	65.01	-90.09	0	Kepler
1912	Kepler-1615	Transit	1	47.31261920	0.00085930	-0.00085930	0	940.00	218.62	-90.42	0	Kepler
1913	Kepler-1616	Transit	1	6.76284377	0.00006948	-0.00006948	0	862.00	392.82	-129.83	0	Kepler
1914	Kepler-1617	Transit	1	27.47855720	0.00050780	-0.00050780	0	813.00	253.50	-100.36	0	Kepler
1915	Kepler-1618	Transit	1	6.10826019	0.00008991	-0.00008991	0	1238.00	494.15	-219.48	0	Kepler
1916	Kepler-1619	Transit	1	23.62259130	0.00054200	-0.00054200	0	520.00	101.20	-49.45	0	Kepler
1917	Kepler-162	Transit	2	6.91979800	0.00005200	-0.00005200	0					Kepler
1918	Kepler-162	Transit	2	19.44635500	0.00004500	-0.00004500	0					Kepler
1919	Kepler-1620	Transit	1	101.95182900	0.00157200	-0.00157200	0	773.00	295.96	-120.00	0	Kepler
1920	Kepler-1621	Transit	1	92.26371400	0.00238500	-0.00238500	0	1461.00	556.57	-249.39	0	Kepler
1921	Kepler-1622	Transit	1	10.81187370	0.00010090	-0.00010090	0	927.00	412.54	-159.49	0	Kepler
1922	Kepler-1623	Transit	1	4.36128348	0.00002698	-0.00002698	0	986.00	231.76	-112.28	0	Kepler
1923	Kepler-1624	Transit	1	3.29030452	0.00000456	-0.00000456	0	199.00	18.63	-20.75	0	Kepler
1924	Kepler-1625	Transit	1	287.37894900	0.00298300	-0.00298300	0	1213.00	178.13	-113.19	0	Kepler
1925	Kepler-1626	Transit	1	4.13962966	0.00002851	-0.00002851	0	1718.00	551.12	-369.50	0	Kepler
1926	Kepler-1627	Transit	1	7.20283653	0.00008773	-0.00008773	0	311.00	33.55	-25.37	0	Kepler
1927	Kepler-1628	Transit	1	76.37803300	0.00183300	-0.00183300	0	352.00	41.23	-27.30	0	Kepler
1928	Kepler-1629	Transit	1	3.87595807	0.00002379	-0.00002379	0	390.00	71.67	-33.62	0	Kepler
1929	Kepler-163	Transit	2	7.81093700	0.00010700	-0.00010700	0					Kepler
1930	Kepler-163	Transit	2	21.34726200	0.00008100	-0.00008100	0					Kepler
1931	Kepler-1630	Transit	1	509.99740200	0.00325600	-0.00325600	0	278.00	24.77	-12.17	0	Kepler
1932	Kepler-1631	Transit	1	4.09513932	0.00003048	-0.00003048	0	1190.00	166.29	-107.49	0	Kepler
1933	Kepler-1632	Transit	1	448.30355800	0.00416400	-0.00416400	0	584.00	198.11	-88.40	0	Kepler
1934	Kepler-1633	Transit	1	186.40427100	0.00588600	-0.00588600	0	811.00	325.02	-119.04	0	Kepler
1935	Kepler-1634	Transit	1	374.87623900	0.00710700	-0.00710700	0	654.00	75.11	-51.46	0	Kepler
1936	Kepler-1635	Transit	1	469.63111000	0.01246000	-0.01246000	0	1084.00	97.27	-62.41	0	Kepler
1937	Kepler-1636	Transit	1	425.47785000	0.01122000	-0.01122000	0	1567.00	361.75	-174.46	0	Kepler
1938	Kepler-1637	Transit	1	6.10960324	0.00006485	-0.00006485	0	506.00	101.01	-44.92	0	Kepler
1939	Kepler-1638	Transit	1	259.33683000	0.01303000	-0.01303000	0	879.00	149.76	-76.78	0	Kepler
1940	Kepler-1639	Transit	1	9.87848200	0.00217100	-0.00217100	0	1168.00	340.29	-141.94	0	Kepler
1941	Kepler-164	Transit	3	5.03503000	0.00002700	-0.00002700	0					Kepler
1942	Kepler-164	Transit	3	10.94572300	0.00002900	-0.00002900	0					Kepler
1943	Kepler-164	Transit	3	28.98676900	0.00016200	-0.00016200	0					Kepler
1944	Kepler-1640	Transit	1	7.58441260	0.00038660	-0.00038660	0	1379.00	610.91	-209.88	0	Kepler
1945	Kepler-1641	Transit	2	19.67226600	0.00111000	-0.00111000	0	961.00	325.32	-166.05	0	Kepler
1946	Kepler-1641	Transit	2	32.65721200	0.00309900	-0.00309900	0	961.00	325.32	-166.05	0	Kepler
1947	Kepler-1642	Transit	2	12.20575130	0.00051010	-0.00051010	0	447.00	49.12	-35.29	0	Kepler
1948	Kepler-1642	Transit	2	6.65138020	0.00032270	-0.00032270	0	447.00	49.12	-35.29	0	Kepler
1949	Kepler-1643	Transit	1	5.34264507	0.00002177	-0.00002177	0	414.00	40.81	-25.58	0	Kepler
1950	Kepler-1644	Transit	1	21.09077580	0.00011140	-0.00011140	0	592.00	61.31	-45.49	0	Kepler
1951	Kepler-1645	Transit	1	16.17795610	0.00010690	-0.00010690	0	844.00	205.04	-89.78	0	Kepler
1952	Kepler-1646	Transit	1	4.48558383	0.00001050	-0.00001050	0	81.00	18.75	-16.91	0	Kepler
1953	Kepler-1647	Transit	1	1107.59230000	0.02270000	-0.02270000	0					Kepler
1954	Kepler-1649	Transit	1	8.68909000	0.00002400	-0.00002400	0					Kepler
1955	Kepler-165	Transit	2	8.18084800	0.00002600	-0.00002600	0					Kepler
1956	Kepler-165	Transit	2	15.31299000	0.00005700	-0.00005700	0					Kepler
1957	Kepler-1650	Transit	1	1.53818001	0.00000155	-0.00000154	0	120.50	16.00	-16.00	0	Kepler
1958	Kepler-1651	Transit	1	9.87863917	0.00001067	-0.00001010	0	69.40	5.30	-5.30	0	Kepler
1959	Kepler-1652	Transit	1	38.09722000	0.00021000	-0.00021000	0	252.00	32.00	-30.00	0	Kepler
1960	Kepler-1653	Transit	1	140.25240000	0.00300000	-0.00300000	0	755.00	44.00	-36.00	0	Kepler
1961	Kepler-1654	Transit	1	1047.83560000	0.00180000	-0.00190000	0					Kepler
1962	Kepler-1655	Transit	1	11.87287870	0.00000850	-0.00000850	0	230.59	27.92	-27.92	0	Kepler
1963	Kepler-166	Transit	3	7.65025400	0.00001200	-0.00001200	0					Kepler
1964	Kepler-166	Transit	3	34.26028100	0.00012400	-0.00012400	0					Kepler
1965	Kepler-166	Transit	3	1.55400393	0.00000144	-0.00000144	0					Kepler
1966	Kepler-167	Transit	4	4.39316320	0.00000460	-0.00000450	0	330.00	10.00	-10.00	0	Kepler
1967	Kepler-167	Transit	4	7.40611400	0.00001200	-0.00001100	0	330.00	10.00	-10.00	0	Kepler
1968	Kepler-167	Transit	4	21.80385500	0.00007800	-0.00011900	0	330.00	10.00	-10.00	0	Kepler
1969	Kepler-167	Transit	4	1071.23228000	0.00056000	-0.00056000	0	330.00	10.00	-10.00	0	Kepler
1970	Kepler-168	Transit	2	4.42539100	0.00003300	-0.00003300	0					Kepler
1971	Kepler-168	Transit	2	13.19324200	0.00004900	-0.00004900	0					Kepler
1972	Kepler-169	Transit	5	3.25061900	0.00001300	-0.00001300	0					Kepler
1973	Kepler-169	Transit	5	6.19546900	0.00002900	-0.00002900	0					Kepler
1974	Kepler-169	Transit	5	8.34812500	0.00004100	-0.00004100	0					Kepler
1975	Kepler-169	Transit	5	13.76710200	0.00003400	-0.00003400	0					Kepler
1976	Kepler-169	Transit	5	87.09019500	0.00040600	-0.00040600	0					Kepler
1977	Kepler-17	Transit	1	1.48571080	0.00000020	-0.00000020	0	800.00	100.00	-100.00	0	Kepler
1978	Kepler-170	Transit	2	7.93059200	0.00001400	-0.00001400	0					Kepler
1979	Kepler-170	Transit	2	16.66586300	0.00005300	-0.00005300	0					Kepler
1980	Kepler-171	Transit	3	4.16697200	0.00000700	-0.00000700	0					Kepler
1981	Kepler-171	Transit	3	11.46346200	0.00002600	-0.00002600	0					Kepler
1982	Kepler-171	Transit	3	39.59551900	0.00069900	-0.00069900	0					Kepler
1983	Kepler-172	Transit	4	2.94030900	0.00000700	-0.00000700	0					Kepler
1984	Kepler-172	Transit	4	6.38899600	0.00002000	-0.00002000	0					Kepler
1985	Kepler-172	Transit	4	14.62711900	0.00010500	-0.00010500	0					Kepler
1986	Kepler-172	Transit	4	35.11873600	0.00025300	-0.00025300	0					Kepler
1987	Kepler-173	Transit	2	4.26374200	0.00002100	-0.00002100	0					Kepler
1988	Kepler-173	Transit	2	8.00577700	0.00001500	-0.00001500	0					Kepler
1989	Kepler-174	Transit	3	13.98179000	0.00002400	-0.00002400	0					Kepler
1990	Kepler-174	Transit	3	44.00052900	0.00026500	-0.00026500	0					Kepler
1991	Kepler-174	Transit	3	247.35373000	0.00200100	-0.00200100	0					Kepler
1992	Kepler-175	Transit	2	11.90351500	0.00004600	-0.00004600	0					Kepler
1993	Kepler-175	Transit	2	34.03525700	0.00027900	-0.00027900	0					Kepler
1994	Kepler-176	Transit	4	5.43307400	0.00002400	-0.00002400	0					Kepler
1995	Kepler-176	Transit	4	12.75971200	0.00003300	-0.00003300	0					Kepler
1996	Kepler-176	Transit	4	25.75197400	0.00011500	-0.00011500	0					Kepler
1997	Kepler-176	Transit	4	51.16579000	0.00064320	-0.00064320	0					Kepler
1998	Kepler-177	Transit	2	36.85500000			0					Kepler
1999	Kepler-177	Transit	2	49.41200000			0					Kepler
2000	Kepler-178	Transit	3	9.57669400	0.00002100	-0.00002100	0					Kepler
2001	Kepler-178	Transit	3	20.55280200	0.00006600	-0.00006600	0					Kepler
2002	Kepler-178	Transit	3	96.67898800	0.00070200	-0.00070200	0					Kepler
2003	Kepler-179	Transit	2	2.73592600	0.00000800	-0.00000800	0					Kepler
2004	Kepler-179	Transit	2	6.40013000	0.00001700	-0.00001700	0					Kepler
2005	Kepler-18	Transit	3	3.50472500	0.00002800	-0.00002800	0					Kepler
2006	Kepler-18	Transit	3	7.64159000	0.00003000	-0.00003000	0					Kepler
2007	Kepler-18	Transit	3	14.85888000	0.00004000	-0.00004000	0					Kepler
2008	Kepler-180	Transit	2	13.81712400	0.00015500	-0.00015500	0					Kepler
2009	Kepler-180	Transit	2	41.88577500	0.00022800	-0.00022800	0					Kepler
2010	Kepler-181	Transit	2	3.13787300	0.00001300	-0.00001300	0					Kepler
2011	Kepler-181	Transit	2	4.30214900	0.00000800	-0.00000800	0					Kepler
2012	Kepler-182	Transit	2	9.82579200	0.00006200	-0.00006200	0					Kepler
2013	Kepler-182	Transit	2	20.68434200	0.00009700	-0.00009700	0					Kepler
2014	Kepler-183	Transit	2	5.68794500	0.00002000	-0.00002000	0					Kepler
2015	Kepler-183	Transit	2	11.63707100	0.00005500	-0.00005500	0					Kepler
2016	Kepler-184	Transit	3	10.68757600	0.00002500	-0.00002500	0					Kepler
2017	Kepler-184	Transit	3	20.30300500	0.00008700	-0.00008700	0					Kepler
2018	Kepler-184	Transit	3	29.02235800	0.00017600	-0.00017600	0					Kepler
2019	Kepler-185	Transit	2	1.63290000	0.00000500	-0.00000500	0					Kepler
2020	Kepler-185	Transit	2	20.72904200	0.00009700	-0.00009700	0					Kepler
2021	Kepler-186	Transit	5	3.88679070	0.00000620	-0.00000630	0	172.00	13.00	-10.00	0	Kepler
2022	Kepler-186	Transit	5	7.26730200	0.00001200	-0.00001100	0	172.00	13.00	-10.00	0	Kepler
2023	Kepler-186	Transit	5	13.34299600	0.00002500	-0.00002400	0	172.00	13.00	-10.00	0	Kepler
2024	Kepler-186	Transit	5	22.40770400	0.00007400	-0.00007200	0	172.00	13.00	-10.00	0	Kepler
2025	Kepler-186	Transit	5	129.94410000	0.00130000	-0.00120000	0	172.00	13.00	-10.00	0	Kepler
2026	Kepler-187	Transit	2	4.93886400	0.00005800	-0.00005800	0					Kepler
2027	Kepler-187	Transit	2	10.64026300	0.00004800	-0.00004800	0					Kepler
2028	Kepler-188	Transit	2	2.06189700	0.00001000	-0.00001000	0					Kepler
2029	Kepler-188	Transit	2	5.99655300	0.00001500	-0.00001500	0					Kepler
2030	Kepler-189	Transit	2	10.39993100	0.00008500	-0.00008500	0					Kepler
2031	Kepler-189	Transit	2	20.13486600	0.00005700	-0.00005700	0					Kepler
2032	Kepler-19	Transit	3	9.28716000	0.00004000	-0.00006000	0	2119.00			0	Kepler
2033	Kepler-19	Transit Timing Variations	3	28.73100000	0.01200000	-0.00500000	0	2119.00			0	Kepler
2034	Kepler-19	Radial Velocity	3	62.95000000	0.04000000	-0.30000000	0	2119.00			0	Roque de los Muchachos Observatory
2035	Kepler-190	Transit	2	2.01999900	0.00000300	-0.00000300	0					Kepler
2036	Kepler-190	Transit	2	3.76302400	0.00000900	-0.00000900	0					Kepler
2037	Kepler-191	Transit	3	9.93963200	0.00006600	-0.00006600	0					Kepler
2038	Kepler-191	Transit	3	17.73850600	0.00008200	-0.00008200	0					Kepler
2039	Kepler-191	Transit	3	5.94504102	0.00000763	-0.00000763	0					Kepler
2040	Kepler-192	Transit	3	9.92674600	0.00001800	-0.00001800	0					Kepler
2041	Kepler-192	Transit	3	21.22340000	0.00007600	-0.00007600	0					Kepler
2042	Kepler-192	Transit	3	6.47027579	0.00004320	-0.00004320	0					Kepler
2043	Kepler-193	Transit	2	11.38848000	0.00005400	-0.00005400	0					Kepler
2044	Kepler-193	Transit	2	50.69749400	0.00044600	-0.00044600	0					Kepler
2045	Kepler-194	Transit	3	2.09228100	0.00000800	-0.00000800	0					Kepler
2046	Kepler-194	Transit	3	17.30803200	0.00007900	-0.00007900	0					Kepler
2047	Kepler-194	Transit	3	52.81497300	0.00048100	-0.00048100	0					Kepler
2048	Kepler-195	Transit	2	8.30787200	0.00002000	-0.00002000	0					Kepler
2049	Kepler-195	Transit	2	34.09686300	0.00037100	-0.00037100	0					Kepler
2050	Kepler-196	Transit	2	20.73988600	0.00006600	-0.00006600	0					Kepler
2051	Kepler-196	Transit	2	47.42773700	0.00022300	-0.00022300	0					Kepler
2052	Kepler-197	Transit	4	5.59930800	0.00002300	-0.00002300	0					Kepler
2053	Kepler-197	Transit	4	10.34969500	0.00004500	-0.00004500	0					Kepler
2054	Kepler-197	Transit	4	15.67756300	0.00009600	-0.00009600	0					Kepler
2055	Kepler-197	Transit	4	25.20971500	0.00038700	-0.00038700	0					Kepler
2056	Kepler-198	Transit	3	17.79003700	0.00003500	-0.00003500	0					Kepler
2057	Kepler-198	Transit	3	49.56741600	0.00022000	-0.00022000	0					Kepler
2058	Kepler-198	Transit	3	1.31184443	0.00000133	-0.00000133	0					Kepler
2059	Kepler-199	Transit	2	23.63760400	0.00005000	-0.00005000	0					Kepler
2060	Kepler-199	Transit	2	67.09340800	0.00019000	-0.00019000	0					Kepler
2061	Kepler-20	Transit	6	3.69611525	0.00000115	-0.00000087	0	290.00	30.00	-30.00	0	Kepler
2062	Kepler-20	Transit	6	10.85409089	0.00000303	-0.00000260	0	290.00	30.00	-30.00	0	Kepler
2063	Kepler-20	Transit	6	77.61130017	0.00012305	-0.00011588	0	290.00	30.00	-30.00	0	Kepler
2064	Kepler-20	Transit	6	6.09852281	0.00000608	-0.00001351	0	290.00	30.00	-30.00	0	Kepler
2065	Kepler-20	Transit	6	19.57758478	0.00009037	-0.00012256	0	290.00	30.00	-30.00	0	Kepler
2066	Kepler-20	Radial Velocity	6	34.94000000	0.03800000	-0.03500000	0	290.00	30.00	-30.00	0	Multiple Observatories
2067	Kepler-200	Transit	2	8.59480500	0.00003600	-0.00003600	0					Kepler
2068	Kepler-200	Transit	2	10.22215700	0.00005300	-0.00005300	0					Kepler
2069	Kepler-201	Transit	2	25.67208300	0.00007500	-0.00007500	0					Kepler
2070	Kepler-201	Transit	2	151.88405800	0.00201400	-0.00201400	0					Kepler
2071	Kepler-202	Transit	2	4.06942700	0.00000700	-0.00000700	0					Kepler
2072	Kepler-202	Transit	2	16.28249300	0.00003800	-0.00003800	0					Kepler
2073	Kepler-203	Transit	3	3.16269700	0.00000400	-0.00000400	0					Kepler
2074	Kepler-203	Transit	3	5.37064700	0.00000800	-0.00000800	0					Kepler
2075	Kepler-203	Transit	3	11.32972000	0.00008000	-0.00008000	0					Kepler
2076	Kepler-204	Transit	2	14.40097400	0.00005600	-0.00005600	0					Kepler
2077	Kepler-204	Transit	2	25.66059300	0.00028800	-0.00028800	0					Kepler
2078	Kepler-205	Transit	2	2.75564000	0.00000200	-0.00000200	0					Kepler
2079	Kepler-205	Transit	2	20.30654600	0.00003800	-0.00003800	0					Kepler
2080	Kepler-206	Transit	3	7.78198700	0.00005800	-0.00005800	0					Kepler
2081	Kepler-206	Transit	3	13.13747100	0.00006500	-0.00006500	0					Kepler
2082	Kepler-206	Transit	3	23.44281000	0.00045300	-0.00045300	0					Kepler
